739	fictional_universe.fictional_employment_tenure
975	fictional_universe.fictional_job_title
879	fictional_universe.fictional_language
887	fictional_universe.fictional_object
1687	fictional_universe.fictional_object_destroyer
1686	fictional_universe.fictional_object_destruction_method
699	fictional_universe.fictional_organization
1153	fictional_universe.fictional_organization_founder
1156	fictional_universe.fictional_organization_type
1408	fictional_universe.fictional_plant
366	fictional_universe.fictional_setting
1624	fictional_universe.fictional_substance
623	fictional_universe.fictional_universe
751	fictional_universe.fictional_universe_creator
210	fictional_universe.marriage_of_fictional_characters
1117	fictional_universe.medical_condition_in_fiction
190	fictional_universe.person_in_fiction
301	fictional_universe.romantic_involvement
656	fictional_universe.school_in_fiction
898	fictional_universe.sibling_relationship_of_fictional_characters
1315	fictional_universe.type_of_fictional_setting
238	fictional_universe.work_of_fiction
73	film.actor
74	film.cinematographer
918	film.content_rating
1493	film.content_rating_system
35	film.director
150	film.dubbing_performance
61	film.editor
38	film.film
128	film.film_art_director
256	film.film_casting_director
23	film.film_character
1451	film.film_collection
591	film.film_company
869	film.film_company_role_or_service
195	film.film_costumer_designer
8	film.film_crew_gig
19	film.film_crewmember
1411	film.film_critic
95	film.film_cut
1771	film.film_cut_type
1676	film.film_distribution_medium
672	film.film_distributor
517	film.film_featured_song
131	film.film_festival
45	film.film_festival_event
1236	film.film_festival_focus
1262	film.film_festival_sponsor
169	film.film_festival_sponsorship
1023	film.film_film_company_relationship
166	film.film_film_distributor_relationship
1320	film.film_format
1059	film.film_genre
846	film.film_job
269	film.film_location
240	film.film_production_designer
14	film.film_regional_release_date
46	film.film_screening_venue
104	film.film_series
280	film.film_set_designer
1215	film.film_song
842	film.film_song_performer
1343	film.film_song_relationship
129	film.film_story_contributor
338	film.film_subject
1179	film.film_theorist
75	film.music_contributor
21	film.performance
196	film.person_or_entity_appearing_in_film
27	film.personal_film_appearance
1697	film.personal_film_appearance_type
12	film.producer
180	film.production_company
1610	film.special_film_performance_type
72	film.writer
938	finance.currency
1789	finance.exchange_operator
1988	finance.exchange_operator_relationship
747	finance.exchange_rate
856	finance.stock_exchange
777	food.beer
1600	food.beer_container
798	food.beer_containment
984	food.beer_country_region
1726	food.beer_production
616	food.beer_style
1661	food.beer_style_category
670	food.beverage
1682	food.beverage_type
1350	food.bottled_water
521	food.brewery_brand_of_beer
753	food.candy_bar
971	food.candy_bar_manufacturer
723	food.cheese
1752	food.cheese_certification
1941	food.cheese_milk_source
1794	food.cheese_texture
1496	food.culinary_measure
1314	food.culinary_technique
1393	food.culinary_tool
1732	food.diet
970	food.diet_follower
2033	food.dietary_restriction
519	food.dish
850	food.drinking_establishment
1824	food.drinking_establishment_type
386	food.food
341	food.ingredient
1895	food.licensee
2017	food.licensee_tenure
1012	food.nutrient
255	food.nutrition_fact
1419	food.recipe
1376	food.recipe_author
1576	food.recipe_collection
962	food.recipe_ingredient
917	food.tea
1459	food.tea_type
897	food.type_of_dish
1132	food.wine_style
495	games.game
630	games.game_designer
703	games.game_expansion
627	games.game_genre
629	games.game_publisher
1877	games.playing_card_deck_type
660	games.playing_card_game
2032	games.playing_card_game_play_direction
297	geography.body_of_water
290	geography.geographical_feature
416	geography.geographical_feature_category
749	geography.glacier
1998	geography.glacier_status
2001	geography.glacier_terminus
1925	geography.glacier_type
383	geography.island
868	geography.island_group
298	geography.lake
1323	geography.lake_type
291	geography.mountain
1065	geography.mountain_age
1550	geography.mountain_listing
1090	geography.mountain_pass
557	geography.mountain_range
1502	geography.mountain_type
528	geography.mountaineer
346	geography.river
657	geography.waterfall
1781	geography.waterfall_type
1003	geology.geological_formation
1183	geology.rock_type
512	government.election
314	government.election_campaign
1073	government.election_poll
1074	government.election_poll_score
2051	government.election_with_polls
1284	government.electoral_college
1673	government.electoral_college_elected_office
1363	government.form_of_government
560	government.general_election
541	government.government
450	government.government_agency
1331	government.government_issued_permit
1227	government.government_office_category
48	government.government_office_or_title
2026	government.government_permit_type
54	government.government_position_held
1426	government.government_service
1665	government.government_service_channel
1736	government.government_service_type
81	government.governmental_body
271	government.governmental_jurisdiction
1469	government.indirect_election
718	government.legislative_committee
93	government.legislative_committee_membership
1386	government.legislative_committee_title
953	government.legislative_election_results
664	government.legislative_session
661	government.national_anthem
1086	government.national_anthem_of_a_country
1164	government.parliamentary_election
579	government.political_appointer
529	government.political_district
1445	government.political_ideology
176	government.political_party
164	government.political_party_tenure
