royalty.chivalric_order_relationship.system_of_nobility	royalty.system_of_nobility
royalty.kingdom.rulers	royalty.monarch
symbols.coat_of_arms.coronet	symbols.heraldic_coronet
time.time_zone.offset_from_uct	type.float
tv.tv_producer_episode_credit.producer	tv.tv_producer
visual_art.visual_art_form.artworks	visual_art.artwork
astronomy.meteor_shower_occurrence.zenith_hourly_rate	type.int
astronomy.meteorite.meteorite_fall_geolocation	location.geocode
atom.feed_item.feed	atom.feed
automotive.manufacturing_plant_model_relationship.to	type.datetime
automotive.trim_level.height	type.float
basketball.basketball_player_career_stats.assists1	type.float
business.trade_union.professions_represented	people.profession
celebrities.romantic_relationship.start_date	type.datetime
chess.chess_game.location	location.location
digicams.digital_camera.released	type.datetime
education.student_teacher_ratio.date	type.datetime
exhibitions.exhibition.exhibits	exhibitions.exhibit
film.film_regional_release_date.release_date	type.datetime
food.food.nutrients	food.nutrition_fact
food.nutrient.usda_id	type.enumeration
games.game.derived_from	games.game
geography.body_of_water.volume	type.float
geography.glacier.length	type.float
law.constitutional_amendment.constitution	law.constitution
measurement_unit.catalytic_activity_unit.activity_in_katals	type.float
measurement_unit.electric_charge_density_unit.density_in_coulombs_per_cubic_meter	type.float
media_common.quotation.spoken_by_character	fictional_universe.fictional_character
medicine.drug_administration_route.route_of	medicine.routed_drug
medicine.drug_pregnancy_category.drug_formulation	medicine.drug_formulation
medicine.hospital.medical_specialties	medicine.medical_specialty
medicine.manufactured_drug_form.patents	law.us_patent
metropolitan_transit.transit_system.transit_lines	metropolitan_transit.transit_line
military.armed_force.units	military.military_unit
military.military_service.military_person	military.military_person
music.composition.composer	music.composer
music.concert_tour.gross_proceeds	measurement_unit.dated_money_value
olympics.olympic_athlete_affiliation.olympics	olympics.olympic_games
olympics.olympic_games.number_of_events	type.int
people.family.members	people.family_member
rail.railway.length	type.float
royalty.chivalric_order_position_tenure.until	type.datetime
sports.sports_award.team	sports.sports_team
symbols.coat_of_arms.order	royalty.order_of_chivalry
transportation.bridge.longest_span	type.float
tv.tv_crewmember.tv_episodes_crewed	tv.tv_crew_gig
tv.tv_series_season.episodes	tv.tv_series_episode
american_football.player_rushing_statistics.team	american_football.football_team
architecture.light_attributes.light_type	architecture.light_characteristic
astronomy.star_system.dwarf_planets	astronomy.dwarf_planet
automotive.opt_trim_relationship.option_id	type.rawstring
automotive.trim_level.options	automotive.opt_trim_relationship
biology.amino_acid.codons	type.rawstring
book.magazine_issue.cover_artist	book.illustrator
boxing.match_boxer_relationship.winner_won	type.boolean
cricket.cricket_roster_keeping.roster	cricket.cricket_roster
cvg.game_character.games	cvg.game_performance
dataworld.data_tool.used_by_tool	dataworld.data_tool
dataworld.property_value_assignment.value_if_topic	common.topic
fashion.weave.textiles_of_this_weave	fashion.textile
geography.glacier.thickness	type.float
location.partial_containment_relationship.partially_contains	location.location
measurement_unit.specific_energy_unit.measurement_system	measurement_unit.measurement_system
measurement_unit.surface_tension_unit.measurement_system	measurement_unit.measurement_system
medicine.contraindication.contraindication_for	medicine.medical_treatment
music.engineer.releases_engineered	music.release
music.instrument.instrumentalists	music.group_member
pipeline.vote.vote_value	pipeline.vote_value
protected_sites.protected_site.system	protected_sites.park_system
rail.railway_gauge_relationship.to_date	type.datetime
religion.religion.places_of_worship_historical	religion.place_of_worship_historical_use
royalty.order_of_chivalry.higher_order	royalty.chivalric_order_relationship
soccer.football_disciplinary_action.player	soccer.football_player
visual_art.artwork_owner_relationship.artwork	visual_art.artwork
automotive.engine.forced_induction	type.boolean
award.award.award_announcements	award.award_announcement
basketball.basketball_player_career_stats.turnovers	type.int
book.newspaper_price.edition	book.newspaper_edition_type
book.periodical_format_period.from	type.datetime
book.reviewed_work.reviews_of_this_work	book.review
broadcast.radio_station.branding	type.text
business.brand_slogan.to_date	type.datetime
cricket.cricket_bowler_stats.strike_rate	type.float
cricket.cricket_coach_tenure.test_stats	cricket.cricket_team_stats
dining.cuisine.region_of_origin	location.region
fictional_universe.fictional_character.medical_conditions	fictional_universe.medical_condition_in_fiction
film.film.filming	measurement_unit.time_interval
food.beer_style.beers	food.beer
geography.body_of_water.bridges	transportation.bridge
language.language_writing_system.used_from	type.datetime
law.judicial_title.judges	law.judicial_tenure
location.capital_category.capitals_of_administrative_divisions	location.administrative_division_capital_relationship
location.census_tract.vac_3_oth	measurement_unit.dated_integer
location.de_regierungsbezirk.district_seat	location.de_city
measurement_unit.dimensions.depth_meters	type.float
measurement_unit.energy_unit.energy_in_joules	type.float
measurement_unit.temperature_unit.measurement_system	measurement_unit.measurement_system
medicine.medical_trial.start_date	type.datetime
medicine.routed_drug.canonical_brands	medicine.drug_brand
meteorology.tropical_cyclone_category.max_wind_speed	type.float
olympics.olympic_demonstration_competition.medalists	olympics.olympic_demonstration_medal_honor
radio.radio_subject.episodes_with_this_subject	radio.radio_program_episode
spaceflight.space_program.missions	spaceflight.space_mission
time.month.calendar_system	time.calendar
tv.video.duration	type.float
wine.wine.wine_producer	wine.wine_producer
amusement_parks.ride.cost	measurement_unit.dated_money_value
astronomy.celestial_object_age.age	type.float
astronomy.meteor_shower.radiant	astronomy.constellation
astronomy.star_system.constellation	astronomy.constellation
atom.feed_item.links	atom.feed_link
biology.animal_breed.breed_of	biology.domesticated_animal
book.book_edition.publisher	book.publishing_company
book.journal_publication.issue_date	type.datetime
broadcast.tv_affiliation_duration.network	tv.tv_network
business.company_termination_type.companies	business.defunct_company
comic_books.comic_book_penciler.comic_books_penciled	comic_books.comic_book_story
computer.programming_language_paradigm.languages	computer.programming_language
cricket.cricket_roster.extras	cricket.cricket_roster_extras
engineering.engine.designer	engineering.engine_designer
food.bottled_water.sodium_content	type.float
food.drinking_establishment.licensee	food.licensee_tenure
location.ca_indian_reserve.aboriginal_groups	people.canadian_aboriginal_group
location.imports_and_exports.currency	finance.currency
location.location_symbol_relationship.date_revoked	type.datetime
media_common.quotation_subject.quotations_about_this_subject	media_common.quotation
medicine.survival_rate.disease_stage	medicine.disease_stage
meteorology.tropical_cyclone.formed	type.datetime
music.recording_cluster.recordings	music.recording
music.tour_manager.tours_managed	music.concert_tour
olympics.olympic_event.competitions	olympics.olympic_event_competition
opera.opera_recording.production	opera.opera_production
royalty.noble_title_tenure.noble_person	royalty.noble_person
spaceflight.satellite.dry_mass_kg	type.float
spaceflight.satellite_orbit_synchronous.e_w	type.text
sports.sports_official_tenure.to_date	type.datetime
symbols.flag_use.to_date	type.datetime
visual_art.art_period_movement.began_approximately	type.datetime
visual_art.artwork.owners	visual_art.artwork_owner_relationship
amusement_parks.accident.deaths	type.int
astronomy.star.rotation	type.float
aviation.airline_airport_presence.cities_served	location.citytown
award.award_category.award_announcements	award.award_announcement
book.school_or_movement.associated_period	measurement_unit.time_interval
